;dt;stock_symbol;sentiment_bullish;sentiment_not_bullish;Adj Close;Close;High;Low;Open;Volume
0;2021-01-04;GME;650.7;0.0;17.25;17.25;19.100000381469727;17.149999618530273;19.0;10022500.0
1;2021-01-05;GME;0.0;2169.93;17.3700008392334;17.3700008392334;18.079999923706055;17.229999542236328;17.350000381469727;4961500.0
2;2021-01-06;GME;20124.22;6586.41;18.360000610351562;18.360000610351562;18.979999542236328;17.329999923706055;17.34000015258789;6056200.0
3;2021-01-07;GME;0.0;1428.81;18.079999923706055;18.079999923706055;19.450000762939453;18.020000457763672;18.469999313354492;6129300.0
4;2021-01-08;GME;683.52;925.38;17.690000534057617;17.690000534057617;18.299999237060547;17.079999923706055;18.18000030517578;6482000.0
5;2021-01-09;GME;0.0;1626.44;17.690000534057617;17.690000534057617;18.299999237060547;17.079999923706055;18.18000030517578;6482000.0
6;2021-01-10;GME;0.0;798.06;17.690000534057617;17.690000534057617;18.299999237060547;17.079999923706055;18.18000030517578;6482000.0
7;2021-01-11;GME;2924.33;660.48;19.940000534057617;19.940000534057617;20.649999618530273;19.010000228881836;19.40999984741211;14908000.0
8;2021-01-12;GME;15415.4;7668.66;19.950000762939453;19.950000762939453;20.399999618530273;19.31999969482422;19.959999084472656;7060700.0
9;2021-01-13;GME;4854.96;0.0;31.399999618530273;31.399999618530273;38.650001525878906;20.030000686645508;20.420000076293945;144501700.0
10;2021-01-14;GME;92639.70999999999;50791.42;39.90999984741211;39.90999984741211;43.060001373291016;33.04999923706055;38.09000015258789;93717400.0
11;2021-01-15;GME;91852.77;25292.3;35.5;35.5;40.75;34.0099983215332;38.4900016784668;46866400.0
12;2021-01-16;GME;36403.31;17112.629999999997;35.5;35.5;40.75;34.0099983215332;38.4900016784668;46866400.0
13;2021-01-17;GME;16908.539999999997;9048.759999999998;35.5;35.5;40.75;34.0099983215332;38.4900016784668;46866400.0
14;2021-01-18;GME;7338.96;16299.31;35.5;35.5;40.75;34.0099983215332;38.4900016784668;46866400.0
15;2021-01-19;GME;20232.5;22286.9;39.36000061035156;39.36000061035156;45.52000045776367;36.63999938964844;41.54999923706055;74721900.0
16;2021-01-20;GME;78730.25;35748.75;39.119998931884766;39.119998931884766;41.189998626708984;36.060001373291016;37.369998931884766;33471800.0
17;2021-01-21;GME;24621.6;32683.55;43.029998779296875;43.029998779296875;44.75;37.0;39.22999954223633;56216900.0
18;2021-01-22;GME;45410.11;36296.38;65.01000213623047;65.01000213623047;76.76000213623047;42.31999969482422;42.59000015258789;197157900.0
19;2021-01-23;GME;153724.67;46791.369999999995;65.01000213623047;65.01000213623047;76.76000213623047;42.31999969482422;42.59000015258789;197157900.0
20;2021-01-24;GME;38609.23;10547.3;65.01000213623047;65.01000213623047;76.76000213623047;42.31999969482422;42.59000015258789;197157900.0
